age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												AH	0		BEEN		788.9	1892.7	2789.8	75.1	155.2	217.9	235.148	235.131	235.181	0.05	6	4	4	2	1	0										781.2	1871.5	788.9	1892.7	793.6	1923.4	782.7	1930	767.7	1924.7	4
												AA	1		BOSTON		865.6	1468.6	2798.2	139.9	250.3	183.3	235.374	235.331	235.461	0.13	5	3	4	1	1	4										799	1448.4	877.3	1476.8	909.2	1515.8	897.4	1532.5	889.9	1563.2	4
												AH	0		BOSTON		741.5	1585.2	2874.3	191	434.3	791.5	235.567	235.55	235.601	0.051	6	4	4	2	3	0										771.5	1580.9	735.9	1587.6	721.9	1596.9	720.3	1583.9	722.5	1574.5	5
												AY	1		MY		831.9	1767.7	2719.9	120.1	158.6	556.2	236.322	236.321	236.391	0.07	41	0	0	0	2	0										814.1	1898.2	791.9	1944.5	777.8	2053	765.8	2148.3	743.6	2253.3	5
												AE	1		FAMILY		682.9	2364	2877.4	86.5	210.2	693.6	236.554	236.521	236.621	0.1	3	4	1	2	1	1										627.8	2278.9	687.6	2369.7	722.8	2388.9	777.9	2342.3	809	2173.5	5
												AW	1		OUT		731.4	1584.2	2823.6	91.9	293.5	268.2	236.988	236.96	237.071	0.111	42	1	4	1	0	0										690.3	1570.4	793.4	1602	822.5	1573.1	808.9	1544.1	752.9	1500.6	4
												EH	1		THERE		727.4	2026.8	2682.7	122.2	152.7	504.8	237.257	237.171	237.43	0.259	2	6	4	2	3	0										727.4	2022.5	724.7	2018.7	724	2002.3	722.1	1976.3	734.2	1917.9	4
												IY	1		WE		591.4	2492.4	4024.1	502.4	227.8	2507.4	237.548	237.531	237.581	0.05	12	0	0	0	9	0										604.1	2486.7	591.4	2492.4	570.9	2476.1	567.9	2458.8	583.9	2457.8	3
												OW	1		GO		605.3	1149.2	2563.1	69.8	160.5	230.3	237.656	237.631	237.731	0.1	63	0	0	0	6	0										596.8	1156.5	617.4	1176.7	640.4	1287.7	642.6	1412.4	604.6	1644.9	5
												EH	1		THERE		698.2	1858.3	2535.4	81.1	194.3	277	237.848	237.801	237.941	0.14	2	6	4	2	3	0										702.7	1844	696.9	1858.9	676.1	1853.3	657.2	1861	632	1864.6	5
												IY	1		WE		511	2503.6		404.8	207.1		238.261	238.241	238.302	0.061	12	0	0	0	9	0										536.7	2525.3	508.2	2502	484.7	2481.1	747.3	2791.5	1202.3	3092.2	3
												AY	1		LIKE		739.6	1716.2	3040.5	105.5	193.7	163.8	238.677	238.662	238.732	0.07	47	1	6	1	7	0										739.5	1706.9	732	1813.4	706.9	1946.9	649.1	2132.1	591.8	2213.2	4
												AH	1		MONTH		871.8	1360.9	1714.1	129.7	149.7	1372	239.371	239.351	239.412	0.061	6	4	4	2	2	3										862.5	1330.6	873.2	1365.1	882.3	1407.2	866.6	1423.8	816.9	1425.4	6
												AY	1		LIKE		874	1671.3	3396.7	132.1	245.6	127.8	249.885	249.889	249.95	0.061	47	1	6	1	7	0										836.3	1909.8	788	2090.1	737.2	2323.6	678.5	2554.1	613.8	2663.1	4
												AH	1		UP		806	1452.7	2904.2	96.1	193.3	262.3	250.007	249.99	250.04	0.05	6	1	1	1	0	0										801.8	1511.7	806	1452.7	797.3	1359.7	795.2	1347.5	852.2	1661.8	5
												IY	0		THE		735.4	2655	3166.4	219	143.6	234.1	250.18	250.16	250.22	0.06	12	0	0	0	3	0										728.9	2634.7	736.6	2654.8	752.6	2615.5	775.3	2537.7	797.2	2455.8	4
												AE	1		AND		768.3	1757.8	2486	109.3	192.5	242.5	250.296	250.22	250.449	0.229	3	4	4	2	0	3										832.5	1765.2	773	1747.3	835.6	1704.7	860.2	1756.3	871.6	1831.4	6
												AH	1		STUFF		761.4	1679.2	3157.2	96.7	197.6	174.5	250.9	250.88	250.94	0.06	6	3	2	1	3	0										742.6	1688.7	763.1	1678.2	771.5	1653.8	735	1643.6	702.3	1667.1	4
												AY	1		LIKE		740.4	1837.9	3183.8	105.7	171.2	159.9	251.023	251.019	251.08	0.061	47	1	6	1	7	0										734.6	1930	710.7	2068	662.2	2214.1	616.5	2346.5	599	2342.1	4
												AE	1		THAT		814.9	2033.6	3148.5	97.2	200.5	166.4	251.223	251.18	251.31	0.13	3	1	4	1	3	0										788.2	2027.4	818.3	2033.5	835.7	2019.6	842.4	2009.1	845.8	2045.1	4
												AE	1		YEAH		825.3	2078.4	2629.2	75.9	171.2	1802.9	251.5	251.44	251.62	0.18	3	0	0	0	9	0										769	2190.8	836.4	2063.8	868	1960.7	914.9	1877.9	938.3	1794.8	5
												AH	1		UP		889.9	1568	3099	177.8	159.8	316.5	251.911	251.888	251.958	0.07	6	1	1	1	0	0										976.8	1567.9	875.9	1576.2	852.2	1592.9	822.5	1551.4	813.1	1509.1	5
												AO	1		NORTH		776.9	1367.6	2014.5	122.8	171.1	2373.9	252.108	252.088	252.148	0.06	64	6	4	2	4	3										758.6	1414.2	778.8	1363.1	788.3	1325	791.6	1303.5	790.8	1302.6	6
												AH	0		A		719	1490.4	2902.3	129.3	188.8	244.4	252.397	252.377	252.438	0.061	6	0	0	0	0	0										791	1579.4	721.1	1484.7	753.7	1467.3	779.5	1428.7	786.7	1388.4	5
												AA	1		LOT		852.3	1312.7	3121.9	97.2	183.7	186.8	252.504	252.487	252.538	0.051	5	1	4	1	7	0										841.8	1286.5	855.1	1319.5	875.7	1366.1	896.3	1412.4	911.7	1444.8	4
												ER	0		OR		695.2	1408.3	2023.7	85.3	107.2	88.5	254.435	254.405	254.495	0.09	94	0	0	0	0	0										696.1	1361	695.1	1414.7	689.1	1541	681.3	1677.6	662.6	1717.7	5
												IY	0		CITY		593.5	2481.1	3101.2	101.3	148.7	407.6	254.818	254.775	254.905	0.13	12	0	0	0	3	0										602.2	2410.3	592.4	2490.5	590.5	2546.4	594.1	2395.7	624.5	2139.7	5
												IH	1		IT'S		508.4	2474.7	2920.2	110.1	126	154.1	255.566	255.536	255.627	0.091	1	1	4	1	0	3										545.4	2199.1	508.4	2478.4	510.4	2463.1	504.3	2363.6	488.3	2182.4	5
												IY	1		EITHER		550.8	2228.4	2812.9	178.6	197.8	926.1	255.75	255.707	255.837	0.13	11	3	3	2	0	1										610.8	2114.8	540	2249.5	530.6	2344.4	540.2	2350.1	516.5	2309.5	5
												ER	0		EITHER		627.7	1933.3	2286.1	88.5	174.6	216.8	255.92	255.867	256.027	0.16	94	0	0	0	3	0										630.6	1956.5	627.2	1932.9	623.3	1908.9	611.5	1895	618.7	1955.5	5
												AE	1		AN		722.5	1849.3	2759	86.6	180.4	188.2	256.21	256.116	256.397	0.281	3	4	4	2	0	0										810.9	2061.4	712.9	1840.3	753.8	1774.5	839.2	1772	911.4	1761.9	5
												AY	1		TYPE		709.6	1958	2895.7	238.3	211	557.8	256.805	256.797	256.916	0.119	47	1	1	1	3	0		s								689.5	1915.7	676	2009.6	646.8	2116	620.6	2206.6	598.1	2168.3	5
												ER	1		PERSON		605.9	1755.2	2080	110.9	209.7	183.3	257.037	257.007	257.097	0.09	94	3	4	1	1	1										601.2	1725.4	606.3	1758.7	612.8	1827	615.8	1892.5	607.5	1909.8	5
												AE	1		YEAH		809.4	2219.8	3068.1	97.4	105.3	270.7	261.139	261.102	261.212	0.11	3	0	0	0	9	0										784.8	2314.2	812.3	2212.9	903.5	2100.2	979.4	2020.6	993.8	1917.8	4
												OW	1		GOES		612.5	1282.5	2587.7	90.4	224.3	164.7	261.664	261.641	261.731	0.09	62	3	4	2	6	0										605.4	1285.3	624.7	1297.1	640.3	1337.4	648.1	1379.9	638.4	1470.9	5
												EH	1		THERE		700.2	1865.4	2736.9	89.9	129.7	276.7	261.845	261.822	261.891	0.069	2	6	4	2	3	0										679.8	1829.4	701.6	1866.4	708.8	1855.6	711.5	1842.3	715	1837.3	5
												AE	1		AND		939.1	1662	2914.8	93.7	135.7	826.3	262.095	262.042	262.201	0.159	3	4	4	2	0	3										946.6	1631.7	938	1664.3	942.8	1727.8	919.7	1831.3	869.9	1919	5
												EH	1		FRIENDS		850.7	1834	2441.6	59.6	158.9	320.9	262.461	262.441	262.502	0.061	2	4	4	2	8	3										845.2	1803.8	851	1837.8	849	1863	841.8	1877.6	832.7	1881.8	5
												OW	1		GO		700.8	1521.4	2674	100.1	292	238.5	262.726	262.701	262.832	0.131	63	0	0	0	6	0										700.8	1521.4	730.7	1421.3	729.7	1384	711	1355.2	666.6	1385.6	5
												AH	0		TO		626.5	1748.8	3180.6	142	164	638.5	262.971	262.951	263.012	0.061	6	0	0	0	3	0										610.9	1715.7	627.8	1751.9	626.6	1742	611.8	1699.2	594.1	1745	5
												OW	1		SNOWBOARD		727.2	1605.9	2141.9	108.5	218.7	1674.3	263.205	263.192	263.342	0.15	62	1	1	2	4	1										740.6	1417.7	710.3	1210.2	658.5	1096.6	631.1	1052.6	602.9	966.3	6
												AO	2		SNOWBOARD		606.2	912.2	2406.5	117.4	122.1	265.6	263.452	263.402	263.552	0.15	64	6	4	2	1	3										569.7	839.9	608.4	922.1	606.7	1000.5	607.6	1034.4	612.8	1133	6
												AH	1		STUFF		698.7	1597.2	2941.3	127.2	290.2	257.5	263.965	263.942	264.012	0.07	6	3	2	1	3	0										692.6	1507.5	700	1606.2	722.6	1654.4	755.4	1649	778.9	1616.6	5
												AY	1		LIKE		747	1467.8	2065.7	268.2	334	954.5	264.109	264.122	264.182	0.06	47	1	6	1	7	0		s								660.7	1622.2	631.9	1585.9	600.6	1570.9	567	1539.7	528.3	1496.3	6
												AE	1		THAT		821	1858.6	3008.6	68.9	125.1	176.2	264.295	264.262	264.362	0.1	3	1	4	1	3	0										790.5	1880.1	823.9	1855.5	840.3	1843.2	849.4	1832	854	1828.1	4
												AA	1		LOT		953.8	1599	3209.2	144.5	237.7	199.9	272.434	272.417	272.467	0.05	5	1	4	1	7	0										959.4	1587.2	953.8	1599	940.1	1614.4	911.4	1612.8	861	1608.6	4
												AH	1		PUBLIC		857	1394.9	2919.1	96.9	149.8	312.7	272.637	272.617	272.677	0.06	6	1	1	2	1	1										890.6	1445.6	852.6	1391.1	811.8	1359.8	765.3	1295.7	739.9	1305.8	5
												AY	1		LIKE		720.7	1762.4	2930.5	99.8	163.5	234.8	273.14	273.127	273.197	0.07	47	1	6	1	7	0										720.5	1776.4	696.1	1907.5	643.7	2020.9	606.3	2080.7	596.5	1930.3	5
												AH	0		THIS		798.6	1884.8	2899.3	77.7	123.3	138.4	273.344	273.307	273.417	0.11	6	3	4	1	3	0										800.8	1872	798	1885.8	791.1	1881.7	792.2	1824.7	788.7	1786.7	5
												AY	1		LIKE		730.1	1777.9	3055.1	246.9	290.9	377.7	273.504	273.517	273.577	0.06	47	1	6	1	7	0										672.8	1944	652.2	2072.5	627.8	2196	601.9	2169.4	583.7	1846.5	5
												UW	1		POOL		489.3	883.1	2337	82.4	365.6	1372.1	273.89	273.827	274.017	0.19	72	5	4	2	1	0										487.3	911.9	489.3	888.7	494.5	886.7	548.7	886.2	639.5	944.4	6
												AH	1		UM		864.2	1381.4	2033.6	280.7	184.1	591	274.797	274.744	274.904	0.16	6	4	1	2	0	0										860.9	1376.3	856.8	1378.1	790.7	1354.7	823.1	1362.2	809.5	1351	6
												AA	1		PARKS		888.9	1418.1	2481.3	63.6	117.8	137.4	275.247	275.224	275.294	0.07	44	6	4	2	1	3										892.3	1401.8	888.7	1420.2	883.9	1449.3	877.3	1474	868.1	1492.5	5
												AA	1		LOT		926	1636.9	3040.4	153.6	276.4	206.2	276.699	276.676	276.746	0.07	5	1	4	1	7	0										912.7	1612.5	926.6	1639.8	920.9	1679.2	901.6	1715.6	862.7	1715.9	4
												AY	1		LIKE		788.2	1735.9	3232.5	100.1	118.4	195.5	276.865	276.866	276.936	0.07	47	1	6	1	7	0										752.4	1975.9	694.4	2158.4	634.2	2347.7	600.2	2426	570.1	2272.1	5
												AE	1		BASKETBALL		651.4	2374.4	2895.7	94.7	144.8	218.3	277.053	277.016	277.126	0.11	3	3	4	1	1	5										631.1	2333.9	653	2373.9	708.7	2330.7	769.2	2237.8	777.8	2078.3	5
												AO	2		BASKETBALL		858.5	1233.3	2193.1	125	205.2	2315.4	277.429	277.366	277.556	0.19	53	5	4	2	1	0										824.3	1235	859.8	1228.2	858.6	1202.3	832.4	1191.2	806.8	1191.9	6
												AH	1		UP		761.6	1616.3	1888.9	80.1	177.7	2698.4	277.803	277.786	277.836	0.05	6	1	1	1	0	0										741.4	1648.7	761.6	1616.3	783.4	1544.1	776.8	1475.4	748.6	1417.8	6
												EY	1		GAMES		759.8	2690.4	3208.2	203	282.3	502.7	278.05	277.966	278.306	0.34	21	4	1	2	6	3										713.8	2652.7	708.6	2770	679.7	2838.6	626.5	2648.6	612.1	2821.1	4
												AW	1		OUTSIDE		996.3	1679	2181.9	90.2	104.2	1966.5	279.718	279.709	279.829	0.12	42	1	4	1	0	4										991.1	1632.3	929.7	1528.4	869.4	1494.9	831.7	1474.4	740.7	1459.7	6
												AY	1		OUTSIDE		820.8	1977.9	3033.6	102.7	229.4	133.7	279.971	279.939	280.039	0.1	41	1	4	2	3	0		s								794.9	1865.5	818.3	2011.3	767.1	2090	664.7	2113.4	591.4	2059.6	4
												AH	1		STUFF		758.2	1713.1	3063.6	119.5	238.5	118.5	280.201	280.168	280.268	0.1	6	3	2	1	3	0										658	1699.4	772.6	1714.6	840.2	1722	837.6	1690.4	806.7	1659.2	4
												IY	1		PEOPLE		527.7	2644.5	4190	117.1	178	1339.1	280.548	280.528	280.589	0.061	11	1	1	1	1	1										520.5	2680.4	528	2638.5	507	2575.1					3
												OW	1		DON'T		743.7	1235.7	2689.6	89.8	205.8	194.3	280.951	280.909	281.169	0.26	62	4	4	2	3	0										779.6	1206.6	817.3	1145	810.6	1169.8	847.3	1172.5	831.1	1232.5	5
												OW	1		KNOW		879.9	1534.9	2293.3	226.3	182.1	1392.9	281.999	281.992	282.092	0.1	63	0	0	0	4	0										876.3	1471	865.5	1369.4	870.9	1310.4	843.3	1269.6	757.8	1249.2	5
												AA	1		NOT		859.5	1643.3	1871.7	84.1	291.8	543.1	282.329	282.292	282.402	0.11	5	1	4	1	4	0										837.9	1575.2	861.1	1638.2	903.1	1612	918.5	1609.1	874.1	1624.8	6
												EH	1		VERY		621.4	1941.9	2438.6	59.3	181.8	239.7	282.521	282.481	282.601	0.12	2	6	4	2	1	1										619.1	1949.9	621.5	1939.6	621.6	1921.9	616.9	1907.8	618.8	1884.1	5
												IY	0		VERY		583.6	2357.7	2904.4	138.1	126.9	525.1	282.691	282.631	282.812	0.181	12	0	0	0	7	0										588.4	2231.1	583.1	2376.3	551.9	2491.4	528.4	2556	505	2593	4
												AA	1		ECONOMY		971.4	1768.8	2894.7	140.4	117.5	423.3	284.186	284.133	284.293	0.16	5	4	4	2	6	2										933.9	1789	970.9	1765.5	966.1	1738.6	857.2	1685.8	772.6	1703.3	5
												IY	0		ECONOMY		569.4	2800	3160	165.7	436	589.5	284.476	284.393	284.643	0.25	12	0	0	0	2	0										575.9	2714.5	573.6	2825.9	566.6	2799	589.8	2730.4	522.6	2841.3	4
												AY	1		HIGH		983.2	1853.9	2773.5	167.5	157.6	265.8	285.493	285.487	285.607	0.12	41	0	0	0	0	0										930.8	1991.4	861.3	2145.7	805.2	2265.2	777.7	2375.7	717.1	2486.3	5
												AA	1		ECONOMY		950.6	1864.6	2886.7	144.4	159.3	237.5	285.74	285.707	285.807	0.1	5	4	4	2	6	2										917.5	1924.9	955	1857.8	974.5	1824.1	972.3	1809	944.7	1776.1	5
												IY	0		ECONOMY		628.4	2633	3151.1	130.5	239.4	661.1	285.96	285.927	286.027	0.1	12	0	0	0	2	0										635.2	2620.4	628	2616.6	619.6	2498.8	621.2	2458.2	604.6	2338	4
												AA	1		LOT		860.8	1461.9	3154	164.2	305.1	241.6	286.24	286.197	286.327	0.13	5	1	4	1	7	0										842.6	1368.1	864.3	1466.7	908.8	1547	930.3	1605.4	881.4	1640.3	4
												AH	0		OF		695.6	1693.7	2699.1	114.4	214.1	308.8	286.373	286.356	286.407	0.051	6	3	2	2	0	0										712	1698.7	691.2	1692	659.5	1682.1	619.8	1676.7	674.1	1752.2	5
												IY	1		FREE		466.8	2531	2920	231.6	121.2	555	286.606	286.566	286.687	0.121	12	0	0	0	8	0														824.7	2960.9	1172.9	3127.1	2035.1	3389.2	4
												AY	1		LIKE		754.9	1702.9	3067.3	95.4	99	157.1	286.779	286.777	286.847	0.07	47	1	6	1	7	0										733.2	1856.5	688.1	2014.3	644.4	2209.9	606.7	2404	542.5	2279.5	5
												AW	1		OUTDOOR		921.9	1735.4	2904.6	63.5	84	330.1	287.112	287.097	287.227	0.13	42	1	4	1	0	4										954.9	1693.7	928.1	1601.8	848.6	1475.9	762.8	1356.4	626.9	1324.3	5
												AO	2		OUTDOOR		609.6	1269.8	2375.7	73.9	211.7	162.2	287.32	287.296	287.367	0.071	64	6	4	2	3	0										605.8	1403.4	610	1260.9	612.5	1210	617	1229.3	628.1	1321.9	5
												AH	1		STUFF		785.6	1619.1	2876.2	92.3	164.4	346.2	287.58	287.557	287.627	0.07	6	3	2	1	3	0										743.8	1631.7	789.9	1617.7	823.3	1599.6	841.7	1585	855.2	1570.6	5
												EY	1		PLAY		795.2	1745.1	3075.3	103	255	469.8	288.336	288.317	288.617	0.3	22	0	0	0	8	0										758.5	2029.1	697.4	2190.6	623.8	2362.5	591.1	2485	596.5	2410.2	5
												AW	1		OUT		894.6	1954.4	2817	122.2	187.1	384.6	289.152	289.132	289.212	0.08	42	1	4	1	0	0										885.2	2024.2	915.2	1841.2	937.5	1717.7	938.9	1602.3	921.4	1482	5
												EH	1		FRIENDS		882.9	1830.6	2428.2	129.9	258.1	334.2	289.429	289.412	289.462	0.05	2	4	4	2	8	3										872.3	1802.6	882.9	1830.6	893.4	1868.1	894.3	1899.5	886	1918.5	5
												AY	1		TYPE		787.8	1729.5	3033.8	462.7	566.2	423.2	289.649	289.652	289.721	0.069	47	1	1	1	3	0										684.3	1901.1	649.1	1992	613.9	2068.9	613.1	2068.5	626.1	1876.2	5
												AY	1		I		966.8	1712.3	2108	84.3	126.6	1239.2	298.437	298.408	298.538	0.13	41	0	0	0	0	0										966.6	1701.3	957.1	1784.3	907.4	1865.1	840.4	2026.7	695.5	1955.7	6
												ER	1		PERSONALLY		616	1512.3	1837.7	145.1	228.8	421.9	298.618	298.588	298.678	0.09	94	3	4	1	1	5										609.7	1467.5	616.7	1517.6	619.3	1634.3	605.9	1736	570.7	1827.4	5
												OW	1		SO		661.6	1509.9	1875.6	78.2	223.2	1371.8	299.177	299.158	299.267	0.109	63	0	0	0	3	0										674.7	1496.3	703.5	1418.4	677.7	1282.3	626.4	1180.1	578.5	1095.5	6
												AY	1		LIKE		711.1	1714.6	3011.6	84.3	144.9	131.3	299.328	299.318	299.387	0.069	47	1	6	1	7	0										708.5	1772.5	681.8	1917.4	634.1	2066.5	586.7	2230.6	564	2370.3	5
												EH	1		VARICK		645.9	2063.7	2665.5	100.7	156	244.6	300.239	300.212	300.292	0.08	2	6	4	2	1	1										650	2044.7	645.8	2064.2	647.1	2059.5	648.8	2050.2	653.5	2040.3	4
												IY	1		STREET		520.1	2322.9	2693.1	145.2	213.5	249	300.542	300.522	300.582	0.06	11	1	4	1	8	0										518.2	2271.2	520.7	2327.9	527.4	2360.9	532.7	2367.7	538.1	2361.2	5
												AA	1		BARS		831.6	1372.3	1550.5	76	125.4	1893.7	300.992	300.942	301.092	0.15	44	6	4	2	1	3										754.4	1255.5	835.5	1381.3	847.8	1414.5	846.1	1436.2	834.2	1516.7	6
												AE	1		THAT'S		824	1818.4	1974.9	57.9	135.4	1070.4	302.197	302.173	302.244	0.071	3	1	4	1	3	3										826.1	1836	823.2	1816.6	808.9	1800.5	754.6	1660.2	676.1	1495	6
												AW	1		ABOUT		805.6	1516.2	1972.9	78.8	185.9	1386.9	302.434	302.404	302.534	0.13	42	1	4	1	1	0										795.8	1523.5	832.2	1497.3	835.5	1483.5	818	1457.6	792.9	1399.4	6
												UW	1		YOU		821.2	1514.2	2015.9	283.8	327.9	1588.2	302.74	302.713	302.794	0.081	72	0	0	0	9	0										814.8	1575.7	819.6	1505.4	798.1	1397	806.4	1341.2	844.5	1296.7	6
												OW	1		OLDER		637.7	994.9	2651.5	100.4	125.5	887	303.907	303.9	303.99	0.09	62	5	4	2	0	4										631.2	998.7	607.1	983.3	596.3	976.3	590.7	974.3	584.1	973.9	6
												ER	0		FOR		677.6	1745.4	2498.9	100.6	149.8	215.1	306.134	306.117	306.167	0.05	94	0	0	0	1	0										668.2	1727.3	677.6	1745.4	683.6	1780.6	674.7	1799.7	665.1	1806.2	5
												IH	1		KIDS		712.7	2269.6	3023.5	152.7	167.6	305.9	306.34	306.307	306.407	0.1	1	1	4	2	6	3										695	2338.1	712.2	2264.9	711.1	2265.1	679.8	2213	609.9	2124.1	4
												OW	1		NO		886.5	1555.2	1962.8	103.4	170.7	826.4	306.588	306.567	306.747	0.18	63	0	0	0	4	0										922.8	1479.8	899.5	1406.7	853.5	1308.9	826	1195.4	799.1	1050.7	6
												EH	1		THERE'S		640.1	2009.4	2846.1	84.8	154.2	220.7	308.032	308.005	308.086	0.081	2	6	4	2	3	3										638.1	2053.3	639.9	2003.5	640.8	1927.4	632.2	1864	598.1	1795.4	5
												OY	1		BOYS		880.1	1358.3	1805.5	121.1	119	708.6	308.329	308.256	308.476	0.22	61	3	4	2	1	0										808.2	1143.5	882.4	1379.6	867.1	1691.9	795.7	2079.7	753.3	1943.7	6
												AE	1		AND		515.1	2546.6	3052.3	87.9	160.8	691.5	308.736	308.646	308.915	0.269	3	4	4	2	0	3										517.5	1979.8	537.9	2520.6	604.7	2327.1	598.9	2350.2	590.8	2422.6	5
												AH	1		CLUBS		663.7	1553.5	2374.4	107.2	168.5	242.6	309.309	309.276	309.375	0.099	6	1	1	2	8	3										634.9	1604.2	667.2	1544	674.3	1465.5	661.4	1383.9	635	1347.1	5
												AH	1		STUFF		725.5	1337.4	2649.6	97.3	203.7	632.7	309.523	309.496	309.576	0.08	6	3	2	1	3	0										729.6	1378.9	728	1335.4	732.4	1315.6	668.3	1263.8	667.1	1493.6	5
												AY	1		LIKE		696.1	1643.6	3082.1	113.1	160	190.7	309.865	309.865	309.926	0.061	47	1	6	1	7	0										670.4	1842.5	625.6	1996	575.4	2171.6	552.7	2291.2	543.4	2051.9	5
												AE	1		THAT		854.1	2022.7	2976.3	108.9	119.1	239.7	310.066	309.996	310.206	0.21	3	1	4	1	3	0										820.8	2037	859.3	2018.8	893.3	1948.4	888.7	1884.7	876.8	1885.7	4
												IY	0		ANY		646.7	2618.4	3022.6	147.6	279.3	515.9	312.209	312.162	312.302	0.14	12	0	0	0	4	0										677.8	2524.1	644.6	2624.2	635	2665.2	608.8	2572.2	630	2397	4
												IH	1		DIFFERENT		655.9	2145.5	2927.7	119.8	234.2	1104.2	312.389	312.372	312.422	0.05	1	3	2	1	3	1										694.1	2190.4	655.9	2145.5	619.1	2076.5	630.9	2037.3	637.3	2017.5	5
												AY	1		I		746.4	1766	2582.9	96.5	141.7	191.9	312.912	312.862	312.962	0.1	41	0	0	0	0	0		s								648.8	1447.4	717.5	1593.7	746.4	1766	729.7	1866.4	682.7	1765.3	5
												EY	1		SAY		711	1882.3	2822.6	86.3	159.7	141.6	313.3	313.261	313.462	0.201	22	0	0	0	3	0										710.9	1886	703.8	2011.1	673.2	2124.4	631	2257.4	618.4	2388.9	4
												AH	1		UM		879.8	1454.1	1905.1	96.4	68.9	858.2	319.885	319.802	320.052	0.25	6	4	1	2	0	0										875.2	1475.2	879.4	1452.2	880.9	1433.3	873.8	1426.9	859.8	1402	6
												AA	1		PROCTOR		889.5	1622.5	2491.6	82.9	214.3	193.4	320.229	320.212	320.262	0.05	5	1	6	1	8	4										885.8	1611.1	889.5	1622.5	887.1	1660.2	871.6	1719	847.2	1782.7	5
												UH	1		FOOTBALL		661.4	1332.6	2645.2	106.1	149.3	107.7	320.521	320.501	320.562	0.061	7	1	4	1	1	4										682.8	1381.7	657.2	1325.7	613.3	1261.5	565	1274.6	537.8	1516.6	5
												AO	2		FOOTBALL		854.1	1247.7	1789.1	93.1	214.3	1469.4	320.771	320.651	321.012	0.361	53	5	4	2	1	0										843.6	1259.5	854.5	1249.4	847.6	1259.5	849.7	1277.1	807.5	1262.1	6
												AE	1		BASKETBALL		651.1	2220.9	2945.9	59.9	144.9	215.3	321.215	321.172	321.302	0.13	3	3	4	1	1	5										651.8	2156.2	653.1	2220	709.6	2150.9	757.2	2044.8	772.1	1964.8	4
												AO	2		BASKETBALL		808.8	1440.8	2709	84.8	131.8	151.4	321.572	321.532	321.652	0.12	53	5	4	2	1	0										782.3	1386	811	1444.8	825.1	1457.9	829.3	1431.4	824.6	1392.4	5
												AE	1		BASKETBALL		714.1	2109.8	2952.3	96.6	138	231.5	321.799	321.752	321.892	0.14	3	3	4	1	1	5										709	2012.3	716	2109	741.7	2097	770.4	2022.3	774.7	1929.3	4
												AH	1		WAS		791.7	1443.5	2734.4	93.8	189.5	164.5	322.239	322.182	322.352	0.17	6	3	4	2	9	0										834.2	1469.3	786.4	1439	679	1318.5	615.7	1375.5	603.8	1546.4	5
												IH	1		REALLY		587.7	2055.6	2780	71.9	115.4	777.7	322.622	322.562	322.742	0.18	1	5	4	2	7	1										559.3	2006.1	589.1	2067.4	592.1	2138.9	597.3	2176.6	612.6	2091.2	4
												IY	0		REALLY		609.3	2383.2	3879.8	180.7	261.8	720.5	322.802	322.772	322.862	0.09	12	0	0	0	7	0										617.6	2373.4	609.6	2381.6	614.3	2405.8	613.8	2402.5	613.6	2289.4	3
												IH	1		REALLY		593.8	2082	3301.3	52.8	129.6	761.8	322.919	322.892	322.972	0.08	1	5	4	2	7	1										591.4	2072.7	594.2	2081	605.6	2041	644.1	1958.9	693	1847.1	4
												IY	0		REALLY		633.6	2136.9	3188.4	159.7	431	435.9	323.032	323.002	323.092	0.09	12	0	0	0	7	0										676.3	2102.9	629.9	2137	594.5	2149.3	609.1	2222.6	686.8	2269.9	4
												AA	1		POPULAR		936.8	1544.7	2626.1	49	280.3	355.1	323.202	323.162	323.282	0.12	5	1	1	1	1	2										931.6	1542.1	936.3	1547.3	923.8	1560.9	888.2	1579	778.6	1650	5
												AH	0		POPULAR		666.2	1671	2818.3	76.7	270.2	298.4	323.449	323.362	323.622	0.26	6	5	4	2	9	1										598.6	1473.9	667.5	1713.2	653.5	1852.2	629	1723	599.7	1740.8	5
												ER	0		POPULAR		592.7	1352	2280.9	91.9	893.4	1047.4	323.749	323.732	323.782	0.05	94	0	0	0	7	0										592	1391.3	592.7	1352	604.9	1230.9	651.2	1512.4	683.6	1738.9	6
												EY	1		THEY		804.7	1771.3	2961.8	82.7	151.5	332.9	323.898	323.882	323.962	0.08	22	0	0	0	3	0										804.7	1771.3	784	1859.6	727.7	1955.9	675.9	2018.1	629.5	1909.5	5
												AH	1		WON		781.7	1351.8	2431.7	121.3	86.6	1234.8	324.192	324.092	324.392	0.3	6	4	4	2	9	0										786.3	1423	779.3	1346.6	775.3	1312.4	739.8	1220.4	634.3	1186.1	6
